date,url,1_team_name,1_team_id,1_team_ranking_points,2_team_name,2_team_id,2_team_ranking_points,3_team_name,3_team_id,3_team_ranking_points,4_team_name,4_team_id,4_team_ranking_points,5_team_name,5_team_id,5_team_ranking_points,6_team_name,6_team_id,6_team_ranking_points,7_team_name,7_team_id,7_team_ranking_points,8_team_name,8_team_id,8_team_ranking_points,9_team_name,9_team_id,9_team_ranking_points,10_team_name,10_team_id,10_team_ranking_points,11_team_name,11_team_id,11_team_ranking_points,12_team_name,12_team_id,12_team_ranking_points,13_team_name,13_team_id,13_team_ranking_points,14_team_name,14_team_id,14_team_ranking_points,15_team_name,15_team_id,15_team_ranking_points,16_team_name,16_team_id,16_team_ranking_points,17_team_name,17_team_id,17_team_ranking_points,18_team_name,18_team_id,18_team_ranking_points,19_team_name,19_team_id,19_team_ranking_points,20_team_name,20_team_id,20_team_ranking_points,21_team_name,21_team_id,21_team_ranking_points,22_team_name,22_team_id,22_team_ranking_points,23_team_name,23_team_id,23_team_ranking_points,24_team_name,24_team_id,24_team_ranking_points,25_team_name,25_team_id,25_team_ranking_points,26_team_name,26_team_id,26_team_ranking_points,27_team_name,27_team_id,27_team_ranking_points,28_team_name,28_team_id,28_team_ranking_points,29_team_name,29_team_id,29_team_ranking_points,30_team_name,30_team_id,30_team_ranking_points
2022-02-21,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-22,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-23,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-24,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-25,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-26,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-27,https://www.hltv.org/ranking/teams/2022/february/21,natus-vincere,4608,977,gambit,6651,661,vitality,9565,481,virtuspro,5378,344,g2,5995,318,nip,4411,313,astralis,6665,240,heroic,7175,238,faze,6667,233,og,10503,166,entropiq,10831,152,big,7532,148,godsent,6902,138,fnatic,4991,135,copenhagen-flames,7461,111,k23,7244,108,furia,8297,104,ence,4869,97,mouz,4494,93,ecstatic,11419,66,heet,11501,61,complexity,5005,55,sprout,8637,55,gamerlegion,9928,52,forze,8135,50,movistar-riders,7718,50,eternal-fire,11251,46,apeks,9806,43,dignitas,5422,42,9z,9996,42
2022-02-14,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-15,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-16,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-17,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-18,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-19,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-20,https://www.hltv.org/ranking/teams/2022/february/14,natus-vincere,4608,1000,gambit,6651,587,vitality,9565,486,virtuspro,5378,287,g2,5995,279,nip,4411,247,astralis,6665,237,heroic,7175,208,faze,6667,180,entropiq,10831,153,og,10503,137,big,7532,137,godsent,6902,131,k23,7244,100,fnatic,4991,91,furia,8297,78,ecstatic,11419,74,copenhagen-flames,7461,71,heet,11501,65,complexity,5005,56,sprout,8637,55,dignitas,5422,50,ence,4869,50,forze,8135,50,bad-news-eagles,11518,48,gamerlegion,9928,46,movistar-riders,7718,45,eternal-fire,11251,43,9z,9996,37,mouz-nxt,11176,37
2022-02-07,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-08,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-09,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-10,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-11,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-12,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-02-13,https://www.hltv.org/ranking/teams/2022/february/07,natus-vincere,4608,1000,gambit,6651,611,vitality,9565,485,g2,5995,279,virtuspro,5378,267,nip,4411,247,astralis,6665,236,heroic,7175,209,faze,6667,180,entropiq,10831,175,big,7532,147,og,10503,138,godsent,6902,125,fnatic,4991,115,k23,7244,99,ecstatic,11419,72,copenhagen-flames,7461,66,heet,11501,59,forze,8135,56,sprout,8637,54,bad-news-eagles,11518,51,ence,4869,50,movistar-riders,7718,50,eternal-fire,11251,49,gamerlegion,9928,47,skade,10386,47,furia,8297,45,dignitas,5422,44,complexity,5005,43,apeks,9806,38
2022-01-31,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-01,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-02,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-03,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-04,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-05,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-02-06,https://www.hltv.org/ranking/teams/2022/january/31,natus-vincere,4608,1000,gambit,6651,585,vitality,9565,415,g2,5995,312,heroic,7175,251,virtuspro,5378,245,nip,4411,237,astralis,6665,218,entropiq,10831,176,faze,6667,146,fnatic,4991,130,godsent,6902,111,furia,8297,108,big,7532,107,og,10503,97,k23,7244,73,ecstatic,11419,72,copenhagen-flames,7461,70,forze,8135,61,eternal-fire,11251,58,movistar-riders,7718,55,sprout,8637,54,ence,4869,53,heet,11501,50,mouz,4494,47,skade,10386,44,gamerlegion,9928,44,complexity,5005,41,dignitas,5422,41,mouz-nxt,11176,39
2022-01-24,https://www.hltv.org/ranking/teams/2022/january/24,natus-vincere,4608,1000,gambit,6651,537,vitality,9565,374,g2,5995,292,heroic,7175,252,virtuspro,5378,243,nip,4411,214,astralis,6665,184,entropiq,10831,155,faze,6667,122,furia,8297,116,fnatic,4991,103,big,7532,95,godsent,6902,90,copenhagen-flames,7461,74,og,10503,69,ecstatic,11419,59,ence,4869,54,k23,7244,50,mouz,4494,47,movistar-riders,7718,45,forze,8135,43,sprout,8637,36,skade,10386,34,complexity,5005,33,heet,11501,32,gamerlegion,9928,31,eternal-fire,11251,30,mouz-nxt,11176,27,blink,10697,25
